name,item_id,image_url,quote,effect,quality,recharge
Chocolate Milk,69,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/84/Collectible_Chocolate_Milk_icon.png/revision/latest?cb=20210821053723,Charge shots,Grants charged tears that deal greater damage when fully charged.,3,
Growth Hormones,70,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/ce/Collectible_Growth_Hormones_icon.png/revision/latest?cb=20210821042949,Speed + DMG up,"+1damage, +0.4speed.+1damage, +0.2speed.",3,
Mini Mush,71,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/75/Collectible_Mini_Mush_icon.png/revision/latest?cb=20210821052206,Speed + range up,"Decreases Isaac's size, making him less likely to be hit.+0.3speed, +1.5tear falling speed, -4.25range(effective range is increased).+0.3speed, +2.5range.",2,
Rosary,72,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d2/Collectible_Rosary_icon.png/revision/latest?cb=20210821054407,Tears + faith up,Grants 3Soul Hearts. CausesThe Bibleto appear in anyitem pool.+0.5tears.,2,
Cube of Meat,73,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/68/Collectible_Cube_of_Meat_icon.png/revision/latest?cb=20210821044855,Gotta meat 'em all!,"Creates anorbital familiar. Collecting additional copies gives it the ability to shoot tears, then chase enemies to deal contact damage, then deal even more contact damage.",1,
A Quarter,74,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/be/Collectible_A_Quarter_icon.png/revision/latest?cb=20210821040711,+25 coins,Gives Isaac 25coins.,0,
PHD,75,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/85/Collectible_PHD_icon.png/revision/latest?cb=20210821045049,Better pills,"Converts all badpillsinto good pills, spawns one pill pickup, and identifies all pills. Restores twoRed Heartsand increases the payout ofBlood Donation Machines.",2,
X-Ray Vision,76,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/51/Collectible_X-Ray_Vision_icon.png/revision/latest?cb=20210821101003,I've seen everything,Reveals and opens allSecret RoomandSuper Secret Roomentrances.,2,
The Mark,79,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b4/Collectible_The_Mark_icon.png/revision/latest?cb=20210821045020,DMG + speed up,"Grants oneSoul Heart, +1damage, and +0.2speed.Grants oneBlack Heart, +1damage, and +0.2speed.",3,
The Pact,80,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/27/Collectible_The_Pact_icon.png/revision/latest?cb=20210821045425,DMG + tears up,"Grants twoSoul Hearts, +0.5damage, and +0.7tears.Grants twoBlack Hearts, +0.5damage, and +0.7tears.",3,
Dead Cat,81,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1b/Collectible_Dead_Cat_icon.png/revision/latest?cb=20210821044954,9 lives,"Sets Isaac'sRed Heart Containersto 1, but grants 9 extra lives. After dying, Isaac respawns with 1 Red Heart Container.",3,
Lord of the Pit,82,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a4/Collectible_Lord_of_the_Pit_icon.png/revision/latest?cb=20210821044925,Demon wings,Grantsflightand +0.3speed.,3,
Loki's Horns,87,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/95/Collectible_Loki%27s_Horns_icon.png/revision/latest?cb=20210821081444,Cross tears,Gives a random chance for projectiles to fire in all 4 cardinal directions.,1,
Little Chubby,88,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/dc/Collectible_Little_Chubby_icon.png/revision/latest?cb=20210821045120,Attack buddy,Spawns aChargerfamiliarthat charges forward and deals contact damage to any enemies in its path.,1,
Spider Bite,89,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ee/Collectible_Spider_Bite_icon.png/revision/latest?cb=20210821045149,Slow effect,"Adds a chance to shootslowing tears, reducing speed of enemy movement and any projectile fired by them.",2,
The Small Rock,90,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b3/Collectible_The_Small_Rock_icon.png/revision/latest?cb=20210821082126,DMG up + speed down,"+1damage, +0.2tears, -0.2speed.",3,
Spelunker Hat,91,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a5/Collectible_Spelunker_Hat_icon.png/revision/latest?cb=20210821052512,See-through doors,"Reveals type of adjacent rooms, including location forSecret RoomsandSuper Secret Rooms.Reveals rooms up to 2 rooms away and blocks projectiles falling from above.",2,
Super Bandage,92,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/45/Collectible_Super_Bandage_icon.png/revision/latest?cb=20210821084041,+2 hearts,Grants one full RedHeart containerand 2Soul Hearts.,2,
Sack of Pennies,94,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f3/Collectible_Sack_of_Pennies_icon.png/revision/latest?cb=20210821083817,Gives money,Spawns afamiliarthat drops acoinevery 2rooms.,1,
Robo-Baby,95,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a3/Collectible_Robo-Baby_icon.png/revision/latest?cb=20210821035313,Friends 'till the bbbbzzzt,Spawns afamiliarthat shootsTechnologylasers.,1,
Little C.H.A.D.,96,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3b/Collectible_Little_C.H.A.D._icon.png/revision/latest?cb=20210821035502,Gives kisses,Spawns afamiliarwho drops aHalf Red Heartevery 3 rooms.,2,
The Relic,98,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/85/Collectible_The_Relic_icon.png/revision/latest?cb=20210821040301,Soul generator,Spawns a crossfamiliarthat drops aSoul Heartafter clearing enoughrooms.,3,
Little Gish,99,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/99/Collectible_Little_Gish_icon.png/revision/latest?cb=20210821054100,Sticky friend,"Spawns afamiliarthat follows Isaac around and firesslowing tears, impeding enemies' speed.",1,
Little Steven,100,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e1/Collectible_Little_Steven_icon.png/revision/latest?cb=20210821081410,Psychic friend,Spawns afamiliarwho follows Isaac around and fireshoming tears.,2,
The Halo,101,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0e/Collectible_The_Halo_icon.png/revision/latest?cb=20210821040607,All stats up,"Grants one full RedHeart container, +0.3damage, +0.2tears, +0.25range, +0.3speed, and +0.5tear falling speed.Grants one full RedHeart container, +0.3damage, +0.2tears, +1.5range, and +0.3speed. Heals 1 additionalRed Heart.",3,
The Common Cold,103,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b8/Collectible_The_Common_Cold_icon.png/revision/latest?cb=20210821043409,Poison damage,"Adds a chance to shootpoison tears, dealing damage over time when inflicted.",1,
The Parasite,104,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/72/Collectible_The_Parasite_icon.png/revision/latest?cb=20210821080114,Split shot,Isaac's tears split in two when they hit something.,3,
Mr. Mega,106,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/93/Collectible_Mr._Mega_icon.png/revision/latest?cb=20210821054542,Bigger boom,"+5Bombs. Increases the size, blast radius, and damage of Isaac's bombs.",2,
The Wafer,108,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/02/Collectible_The_Wafer_icon.png/revision/latest?cb=20210821041515,Damage resistance,Most sources of damage that would cause more than one-half heart of damage are reduced to one-half heart instead.,4,
Money = Power,109,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/13/Collectible_Money_%3D_Power_icon.png/revision/latest?cb=20210821054000,$$$ = DMG,"Increasesdamageby 0.04 for everycoinIsaac has, up to +3.96 damage at 99 coins.",3,
Mom's Contacts,110,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/98/Collectible_Mom%27s_Contacts_icon.png/revision/latest?cb=20210821083105,Freeze effect,"Adds a chance to shootpetrifying tears, which stop enemies in place and prevent them from moving or attacking.+0.25range.+1.5range.",3,
Guardian Angel,112,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fc/Collectible_Guardian_Angel_icon.png/revision/latest?cb=20210821040330,Extra protection,"Spawns anorbital familiarthat blocks enemy shots, deals 7 damage per tick on contact, and increases the speed of all orbital familiars.",1,
Demon Baby,113,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5e/Collectible_Demon_Baby_icon.png/revision/latest?cb=20210821053824,Auto-turret friend,Spawns afamiliarthat follows Isaac and automatically fires at enemies in its reach.,1,
Mom's Knife,114,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/79/Collectible_Mom%27s_Knife_icon.png/revision/latest?cb=20210821040234,Stab stab stab,"Isaac's tears are replaced by a knife that pierces enemies, can travel through obstacles, and can hurt enemies while Isaac is holding it. Holding down the fire button before firing increases its range and power.",4,
Ouija Board,115,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/37/Collectible_Ouija_Board_icon.png/revision/latest?cb=20210821060435,Spectral tears + tears up,Grantsspectral tearsthat travel throughobstacles(but not enemies).+0.5tears.,2,
9 Volt,116,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/aa/Collectible_9_Volt_icon.png/revision/latest?cb=20210821060504,Quicker charge,Reduces the charge of anyactivated itemby 1. Any 1 charge items instead have timed recharges.,2,
Dead Bird,117,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/97/Collectible_Dead_Bird_icon.png/revision/latest?cb=20210821053655,Protective buddy,"After Isaac takes damage, spawns a flyingfamiliarthat chases enemies for the currentroom, dealing ~4 damage per second.",0,
Brimstone,118,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/46/Collectible_Brimstone_icon.png/revision/latest?cb=20210821045528,Blood laser barrage,Tears are replaced with a blood laser beam that pierces through all enemies and obstacles in its path and deals high damage. Can only be fired after a short charge-up period.,4,
Blood Bag,119,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a4/Collectible_Blood_Bag_icon.png/revision/latest?cb=20210821055259,HP up,"Grants one filledRed Heart container, restores 4Red Hearts, and increasesspeedby 0.3.",2,
Odd Mushroom,120,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7a/Collectible_Odd_Mushroom_%28Thin%29_icon.png/revision/latest?cb=20210821045557,"Tears + speed up, DMG down","+1.7tears, +0.3speed, slightly reducesdamage.",2,
Odd Mushroom,121,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/ad/Collectible_Odd_Mushroom_%28Large%29_icon.png/revision/latest?cb=20210821074217,"HP + DMG up, speed down","Grants one emptyHeart container, +0.3damage, +0.25range, +0.5tear falling speed, and -0.1speed.Grants one fullHeart container, +1damage, +1.5range, and -0.2speed",2,
Whore of Babylon,122,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/13/Collectible_Whore_of_Babylon_icon.png/revision/latest?cb=20210821045628,Curse up,Grants +1.5Damageand +0.3Speedwhenever Isaac has aHalf Red Heartor less.,2,
Bobby-Bomb,125,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/19/Collectible_Bobby-Bomb_icon.png/revision/latest?cb=20210821055210,Homing bombs!,"+5Bombs. Bombs gain ahomingeffect, slowly moving towards the nearest enemy.",1,
Forever alone,128,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8d/Collectible_Forever_alone_icon.png/revision/latest?cb=20210821051245,Attack fly,"Spawns an attack fly thatorbitsa long distance from Isaac, dealing 30 damage per second.",1,
Bucket of Lard,129,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5f/Collectible_Bucket_of_Lard_icon.png/revision/latest?cb=20210821052822,HP up,"Grants two emptyRed Heart containers, heals Isaac for aHalf Red Heart, -0.2speed.Grants twoRed Heart containers, -0.2speed.",1,
Bomb Bag,131,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c6/Collectible_Bomb_Bag_icon.png/revision/latest?cb=20210821040402,Gives bombs,Spawns afamiliarthat drops aBombevery 3 rooms.,1,
A Lump of Coal,132,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/97/Collectible_A_Lump_of_Coal_icon.png/revision/latest?cb=20210821052850,My Xmas present,"The more distance tears travel, the more damage they will do.",3,
Guppy's Tail,134,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/65/Collectible_Guppy%27s_Tail_icon.png/revision/latest?cb=20210821043150,Cursed?,Room Clear Awardshave a 1/3 chance of being replaced with aChestand a 2/9 chance being replaced with nothing.,2,
Stigmata,138,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b5/Collectible_Stigmata_icon.png/revision/latest?cb=20210821042647,DMG + HP up,"+0.3damage, grants one full RedHeart container.Heals 1 additionalRed Heart.",2,
Mom's Purse,139,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/28/Collectible_Mom%27s_Purse_icon.png/revision/latest?cb=20210821043846,More trinket room,Allows Isaac to hold one additionaltrinket.Drops a random trinket.,2,
Bob's Curse,140,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/96/Collectible_Bob%27s_Curse_icon.png/revision/latest?cb=20210821041259,+5 poison bombs,"+5Bombs. Grants Isaac's bombs apoisoneffect.They also leave a lingering poison cloud, and Isaac becomes immune to poison.",1,
Pageant Boy,141,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3e/Collectible_Pageant_Boy_icon.png/revision/latest?cb=20210821041620,Ultimate grand supreme,Spawns seven randomcoinsaround Isaac.,0,
Scapular,142,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f6/Collectible_Scapular_icon.png/revision/latest?cb=20210821045800,Pray for a miracle,"Once per room, when Isaac is reduced to his last half heart, he is granted oneSoul Heart.",2,
Speed Ball,143,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ea/Collectible_Speed_Ball_icon.png/revision/latest?cb=20210821040030,Speed + shot speed up,"+0.3speed, +0.2shot speed.",2,
Bum Friend,144,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5b/Collectible_Bum_Friend_icon.png/revision/latest?cb=20210821044259,He's greedy,"Spawns afamiliarthat picks upcoinsfor himself, giving randompickupsin return.Can spawnItemsfrom theBeggar Item Pool.",1,
Infestation,148,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0e/Collectible_Infestation_icon.png/revision/latest?cb=20210821051344,Fly revenge,1-3Blue Fliesrandomly spawn every time Isaac gets hit.2-6Blue Fliesrandomly spawn every time Isaac gets hit.,0,
Ipecac,149,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/13/Collectible_Ipecac_icon.png/revision/latest?cb=20210821080140,Explosive shots,Replaces tears with explosive andpoisoningprojectiles fired in an arc from the mouth.,4,
Tough Love,150,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d5/Collectible_Tough_Love_icon.png/revision/latest?cb=20210821041801,Tooth shot,"Adds a chance to shoot a tooth instead of a tear, which deals x3.2 Isaac'sdamage.",3,
The Mulligan,151,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/72/Collectible_The_Mulligan_icon.png/revision/latest?cb=20210821041950,They grow inside,Tears have a 1/6 chance of spawning alliedBlue Flieswhen they hit an enemy.,3,
Technology 2,152,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/cf/Collectible_Technology_2_icon.png/revision/latest?cb=20210821042125,Extra laser,Replaces the tears fired from Isaac's right eye with a rapid-firing low damagepiercinglaser.Damagedown.,2,
Mutant Spider,153,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3c/Collectible_Mutant_Spider_icon.png/revision/latest?cb=20210821034555,Quad shot,Isaac shoots four tears at once with lowerfire rate.,3,
Chemical Peel,154,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b1/Collectible_Chemical_Peel_icon.png/revision/latest?cb=20210821045900,DMG up,Tears fired from the left eye have +2 flatdamage.,2,
The Peeper,155,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/09/Collectible_The_Peeper_icon.png/revision/latest?cb=20210821045830,Plop!,"Spawns afamiliarthat slowly floats around the room in a zig-zag pattern, damaging enemies it passes through.Increases the damage of tears from Isaac's left eye by 35%.",2,
Habit,156,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fc/Collectible_Habit_icon.png/revision/latest?cb=20210821053856,Item martyr,"When Isaac is hit, his active item gains 1 room's worth of charge.",2,
Bloody Lust,157,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/86/Collectible_Bloody_Lust_icon.png/revision/latest?cb=20210821040508,RAGE!,"Increases Isaac'sdamagewhenever he takes damage, up to six times. The bonus resets when entering a new floor.",2,
Spirit of the Night,159,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/34/Collectible_Spirit_of_the_Night_icon.png/revision/latest?cb=20210822041723,Scary,Grantsspectral tearsandflight.,3,
Ankh,161,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/28/Collectible_Ankh_icon.png/revision/latest?cb=20210821083205,Eternal life?,"Upondeath, Isaac will respawn as???in the previous room, with 3Soul Hearts.",0,
Celtic Cross,162,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d0/Collectible_Celtic_Cross_icon.png/revision/latest?cb=20210821061845,Blessing of protection,"Grants a chance to trigger theBook of Shadowseffect upon taking damage, creating ashieldthat nullifies all types of damage for 7 seconds.",1,
Ghost Baby,163,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d9/Collectible_Ghost_Baby_icon.png/revision/latest?cb=20210821035346,Spectral buddy,Spawns afamiliarthat follows Isaac around and firesspectral tears.,1,
Cat-o-nine-tails,165,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/ce/Collectible_Cat-o-nine-tails_icon.png/revision/latest?cb=20210821042152,Shot speed + damage up,"+1damage, +0.23shot speed.",3,
Harlequin Baby,167,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/05/Collectible_Harlequin_Baby_icon.png/revision/latest?cb=20210821035419,Double shot buddy,Spawns afamiliarthat follows Isaac around and fires two tears at once in a V-pattern.,1,
Epic Fetus,168,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a8/Collectible_Epic_Fetus_icon.png/revision/latest?cb=20210821081159,On-demand air strike,"Isaac's tears are replaced with guided missiles, like those used by theDoctor's Remote.",4,
Polyphemus,169,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/10/Collectible_Polyphemus_icon.png/revision/latest?cb=20210821054334,Mega tears,"Isaac fires huge tears that deal massivedamage, butfire rateis greatly decreased. If a tear kills an enemy, it travels on with any leftover damage.",4,
Daddy Longlegs,170,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/80/Collectible_Daddy_Longlegs_icon.png/revision/latest?cb=20210821054949,Daddy's love,Daddy Long Legs' shadow follows Isaac and occasionally stomps enemies for 40 damage total.,3,
Sacrificial Dagger,172,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/35/Collectible_Sacrificial_Dagger_icon.png/revision/latest?cb=20210821130340,My fate protects me,"Spawns a daggerorbital familiar, blocking enemy shots and dealing a high amount of damage to enemies in contact.",2,
Mitre,173,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9f/Collectible_Mitre_icon.png/revision/latest?cb=20210821042023,Blessing of purity,Grants a chance of converting anyRed Heartpickups that spawn intoSoul Heartsinstead.,3,
Rainbow Baby,174,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e7/Collectible_Rainbow_Baby_icon.png/revision/latest?cb=20210821050703,Random buddy,Spawns afamiliarthat follows Isaac around and fires tears with random effects.,1,
Stem Cells,176,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/cd/Collectible_Stem_Cells_icon.png/revision/latest?cb=20210821074319,HP + shot speed up,Grants one full RedHeart containerand +0.16shot speed.Heals 1 additionalRed Heart,1,
Holy Water,178,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5e/Collectible_Holy_Water_icon.png/revision/latest?cb=20210821051723,Splash!,"Spawns a bottlefamiliarthat breaks when Isaac takes damage, leaving a puddle ofblue creep.A bottlefamiliarthat flies forward when Isaac shoots. It breaks upon hitting an enemy, leaving a puddle ofblue creepthatpetrifiesenemies.",3,
Fate,179,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/08/Collectible_Fate_icon.png/revision/latest?cb=20210821081648,Flight eternal,Grantsflightand oneEternal Heart.,3,
The Black Bean,180,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b2/Collectible_The_Black_Bean_icon.png/revision/latest?cb=20210821035945,Toot on touch,"When taking damage, Isaac farts,poisoningenemies in range.When taking damage, Isaac farts five times,poisoningand knocking back nearby enemies and leaving lingering poison clouds.",0,
Sacred Heart,182,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/46/Collectible_Sacred_Heart_icon.png/revision/latest?cb=20210821060727,Homing shots + DMG up,"Adds a RedHeart Container. Grantshoming tears, a x2.3Damagemultiplier, +1 flat Damage, -0.4Tears, -0.25Shot Speed, and +4.125Range.Adds a RedHeart Container. Grantshoming tears, a x2.3Damagemultiplier, +1 flat Damage, -0.4Tears, and -0.25Shot Speed.",4,
Tooth Picks,183,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0c/Collectible_Tooth_Picks_icon.png/revision/latest?cb=20210821053014,Tears + shot speed up,"+0.7tears, +0.16shot speed.",3,
Holy Grail,184,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8b/Collectible_Holy_Grail_icon.png/revision/latest?cb=20210821054304,Flight + HP up,Grantsflightand one RedHeart container.Heals 1 additionalRed Heart.,3,
Dead Dove,185,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7b/Collectible_Dead_Dove_icon.png/revision/latest?cb=20210821061948,Flight + spectral tears,Grantsspectral tearsandflight.,3,
Guppy's Hairball,187,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/ca/Collectible_Guppy%27s_Hairball_icon.png/revision/latest?cb=20210821074913,Swing it,"Spawns afamiliarthat loosely follows behind Isaac, which blocks shots can be swung like a flail to damage enemies. Grows bigger by killing enemies.",1,
Abel,188,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/91/Collectible_Abel_icon.png/revision/latest?cb=20210821083135,Mirrored buddy,Spawns afamiliarthat mirrors Isaac's movements and shoots in the opposite direction.Spawns afamiliarthat mirrors Isaac's movements and shoots towards him.,0,
SMB Super Fan,189,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/77/Collectible_SMB_Super_Fan_icon.png/revision/latest?cb=20210821083915,All stats up,"+1Red Heart container, +0.3damage, +0.2tears, +0.2speed, +0.5range, +1tear falling speed. Fully restores all red hearts.+1Red Heart container, +0.3damage, +0.2tears, +0.2speed, +2.5range. Fully restores all red hearts.",3,
Pyro,190,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5a/Collectible_Pyro_icon.png/revision/latest?cb=20210821054510,99 bombs,Grants 99Bombs.,3,
3 Dollar Bill,191,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/51/Collectible_3_Dollar_Bill_icon.png/revision/latest?cb=20210821060758,Rainbow tears,Gives Isaac a random tear effect every room.Gives Isaac a random tear effect every few seconds.,2,
MEAT!,193,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1d/Collectible_MEAT%21_icon.png/revision/latest?cb=20210821074041,DMG + HP up,"Grants one full RedHeart container, +0.3damage.Heals 1 additionalRed Heart",2,
Magic 8 Ball,194,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1d/Collectible_Magic_8_Ball_icon.png/revision/latest?cb=20210821074144,Shot speed up,"+0.16shot speed, spawns a randomtarot card.Increases the chance of finding aPlanetarium.",1,
Mom's Coin Purse,195,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c3/Collectible_Mom%27s_Coin_Purse_icon.png/revision/latest?cb=20210821052107,What's all this...?,Spawns 4 randompillsnear Isaac.,0,
Squeezy,196,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/05/Collectible_Squeezy_icon.png/revision/latest?cb=20210821050946,Tears up,"+0.4tears, spawns 2Soul Hearts.",3,
Jesus Juice,197,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/60/Collectible_Jesus_Juice_icon.png/revision/latest?cb=20210821035619,Damage + range up,"+0.5damage, +0.25range, +0.5tear falling speed.+0.5damage, +1.5range.",2,
Box,198,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b0/Collectible_Box_icon.png/revision/latest?cb=20210821035036,Stuff,"Spawns variouspickups: 1coin, 1Key, 1Bomb, 1Heart, 1card/rune, 1pilland 1trinket.",0,
Mom's Key,199,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1e/Collectible_Mom%27s_Key_icon.png/revision/latest?cb=20210821061655,Better chest loot +2 keys,Adds 2 keys.Chestswill drop additionalpickups.,3,
Mom's Eyeshadow,200,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a9/Collectible_Mom%27s_Eyeshadow_icon.png/revision/latest?cb=20210821054130,Charm tears,Tears have a chance tocharmenemies.,1,
Iron Bar,201,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d0/Collectible_Iron_Bar_icon.png/revision/latest?cb=20210821053930,DMG up + concussive tears,"+0.3damage. Adds a chance to shootconcussive tears, causing enemies to walk around randomly.",2,
Midas' Touch,202,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f8/Collectible_Midas%27_Touch_icon.png/revision/latest?cb=20210821033540,Golden touch,Enemies that touch Isaac are temporarilypetrifiedand turn to gold. Any enemy killed while in this state will dropPennies.,1,
Humbleing Bundle,203,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/71/Collectible_Humbleing_Bundle_icon.png/revision/latest?cb=20210821055422,1+1 free 4Evar,"TransformsBombs,Keys,Pennies, andRed Heartsinto their respective Double versions.This will occur 50% of the time.",3,
Fanny Pack,204,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9e/Collectible_Fanny_Pack_icon.png/revision/latest?cb=20210821045929,Filled with goodies,Has a chance to drop a randompickupwhen Isaac takes damage.,1,
Sharp Plug,205,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f1/Collectible_Sharp_Plug_icon.png/revision/latest?cb=20210821054232,Infinite charge... at a cost,Damages Isaac in exchange for fully recharging Isaac's current activated item.,2,
Guillotine,206,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7c/Collectible_Guillotine_icon.png/revision/latest?cb=20210821082028,DMG + tears up. An out-of-body experience!,"Isaac's head becomes an orbitalfamiliarthat blocks shots and deals contact damage. Tears are still fired from the rotating head.+1damage, -1tear delay.+1damage, +0.5fire rate.",0,
Ball of Bandages,207,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f4/Collectible_Ball_of_Bandages_icon.png/revision/latest?cb=20210821051450,Gotta lick 'em all!,"Creates anorbital familiar. Collecting additional copies gives it the ability to shootCharmtears, then chase enemies to deal contact damage, then deal even more contact damage.",1,
Champion Belt,208,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9f/Collectible_Champion_Belt_icon.png/revision/latest?cb=20210821074112,DMG + challenge up,+1damage. Increases the chance ofchampionenemies appearing by 15%.,3,
