name,item_id,image_url,quote,quality,recharge,item_pool
Demon Baby,113,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5e/Collectible_Demon_Baby_icon.png/revision/latest?cb=20210821053824,Auto-turret friend,1,,"Item Room, Devil Room"
Mom's Knife,114,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/79/Collectible_Mom%27s_Knife_icon.png/revision/latest?cb=20210821040234,Stab stab stab,4,,"Item Room, Devil Room, Challenge Room, Mom's Chest"
Ouija Board,115,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/37/Collectible_Ouija_Board_icon.png/revision/latest?cb=20210821060435,Spectral tears + tears up,2,,"Item Room, Devil Room"
9 Volt,116,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/aa/Collectible_9_Volt_icon.png/revision/latest?cb=20210821060504,Quicker charge,2,,Shop
Dead Bird,117,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/97/Collectible_Dead_Bird_icon.png/revision/latest?cb=20210821053655,Protective buddy,0,,Item Room
Brimstone,118,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/46/Collectible_Brimstone_icon.png/revision/latest?cb=20210821045528,Blood laser barrage,4,,Devil Room
Blood Bag,119,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a4/Collectible_Blood_Bag_icon.png/revision/latest?cb=20210821055259,HP up,2,,None (Blood Donation machine only)
Odd Mushroom,120,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7a/Collectible_Odd_Mushroom_%28Thin%29_icon.png/revision/latest?cb=20210821045557,"Tears + speed up, DMG down",2,,"Item Room, Secret Room"
Odd Mushroom,121,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/ad/Collectible_Odd_Mushroom_%28Large%29_icon.png/revision/latest?cb=20210821074217,"HP + DMG up, speed down",2,,"Item Room, Secret Room"
Whore of Babylon,122,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/13/Collectible_Whore_of_Babylon_icon.png/revision/latest?cb=20210821045628,Curse up,2,,"Devil Room, Demon Beggar"
Bobby-Bomb,125,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/19/Collectible_Bobby-Bomb_icon.png/revision/latest?cb=20210821055210,Homing bombs!,1,,"Item Room, Bomb Beggar"
Forever alone,128,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8d/Collectible_Forever_alone_icon.png/revision/latest?cb=20210821051245,Attack fly,1,,Item Room
Bucket of Lard,129,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5f/Collectible_Bucket_of_Lard_icon.png/revision/latest?cb=20210821052822,HP up,1,,"Item Room, Super Gluttony Miniboss"
Bomb Bag,131,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c6/Collectible_Bomb_Bag_icon.png/revision/latest?cb=20210821040402,Gives bombs,1,,Item Room
A Lump of Coal,132,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/97/Collectible_A_Lump_of_Coal_icon.png/revision/latest?cb=20210821052850,My Xmas present,3,,None (Krampus only)
Guppy's Tail,134,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/65/Collectible_Guppy%27s_Tail_icon.png/revision/latest?cb=20210821043150,Cursed?,2,,"Devil Room, Curse Room, Red Chest"
Stigmata,138,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b5/Collectible_Stigmata_icon.png/revision/latest?cb=20210821042647,DMG + HP up,2,,Item Room
Mom's Purse,139,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/28/Collectible_Mom%27s_Purse_icon.png/revision/latest?cb=20210821043846,More trinket room,2,,"Shop, Mom's Chest"
Bob's Curse,140,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/96/Collectible_Bob%27s_Curse_icon.png/revision/latest?cb=20210821041259,+5 poison bombs,1,,"Item Room, Super Sloth Miniboss, Bomb Beggar"
Pageant Boy,141,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3e/Collectible_Pageant_Boy_icon.png/revision/latest?cb=20210821041620,Ultimate grand supreme,0,,Boss Room
Scapular,142,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f6/Collectible_Scapular_icon.png/revision/latest?cb=20210821045800,Pray for a miracle,2,,"Item Room, Angel Room"
Speed Ball,143,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ea/Collectible_Speed_Ball_icon.png/revision/latest?cb=20210821040030,Speed + shot speed up,2,,"Item Room, Boss Room, Demon Beggar"
Bum Friend,144,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5b/Collectible_Bum_Friend_icon.png/revision/latest?cb=20210821044259,He's greedy,1,,Item Room
Infestation,148,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0e/Collectible_Infestation_icon.png/revision/latest?cb=20210821051344,Fly revenge,0,,Item Room
Ipecac,149,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/13/Collectible_Ipecac_icon.png/revision/latest?cb=20210821080140,Explosive shots,4,,Item Room
Tough Love,150,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d5/Collectible_Tough_Love_icon.png/revision/latest?cb=20210821041801,Tooth shot,3,,Item Room
The Mulligan,151,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/72/Collectible_The_Mulligan_icon.png/revision/latest?cb=20210821041950,They grow inside,3,,Item Room
Technology 2,152,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/cf/Collectible_Technology_2_icon.png/revision/latest?cb=20210821042125,Extra laser,2,,Item Room
Mutant Spider,153,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3c/Collectible_Mutant_Spider_icon.png/revision/latest?cb=20210821034555,Quad shot,3,,Item Room
Chemical Peel,154,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b1/Collectible_Chemical_Peel_icon.png/revision/latest?cb=20210821045900,DMG up,2,,Item Room
The Peeper,155,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/09/Collectible_The_Peeper_icon.png/revision/latest?cb=20210821045830,Plop!,2,,Item Room
Habit,156,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fc/Collectible_Habit_icon.png/revision/latest?cb=20210821053856,Item martyr,2,,"Shop, Angel Room"
Bloody Lust,157,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/86/Collectible_Bloody_Lust_icon.png/revision/latest?cb=20210821040508,RAGE!,2,,"Item Room, Devil Room"
Spirit of the Night,159,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/34/Collectible_Spirit_of_the_Night_icon.png/revision/latest?cb=20210822041723,Scary,3,,"Devil Room, Demon Beggar"
Ankh,161,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/28/Collectible_Ankh_icon.png/revision/latest?cb=20210821083205,Eternal life?,0,,Item Room
Celtic Cross,162,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d0/Collectible_Celtic_Cross_icon.png/revision/latest?cb=20210821061845,Blessing of protection,1,,"Item Room, Angel Room"
Ghost Baby,163,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d9/Collectible_Ghost_Baby_icon.png/revision/latest?cb=20210821035346,Spectral buddy,1,,"Item Room, Devil Room"
Cat-o-nine-tails,165,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/ce/Collectible_Cat-o-nine-tails_icon.png/revision/latest?cb=20210821042152,Shot speed + damage up,3,,Boss Room
Harlequin Baby,167,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/05/Collectible_Harlequin_Baby_icon.png/revision/latest?cb=20210821035419,Double shot buddy,1,,Item Room
Epic Fetus,168,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a8/Collectible_Epic_Fetus_icon.png/revision/latest?cb=20210821081159,On-demand air strike,4,,Secret Room
Polyphemus,169,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/10/Collectible_Polyphemus_icon.png/revision/latest?cb=20210821054334,Mega tears,4,,Item Room
Daddy Longlegs,170,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/80/Collectible_Daddy_Longlegs_icon.png/revision/latest?cb=20210821054949,Daddy's love,3,,Item Room
Sacrificial Dagger,172,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/35/Collectible_Sacrificial_Dagger_icon.png/revision/latest?cb=20210821130340,My fate protects me,2,,"Item Room, Devil Room"
Mitre,173,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9f/Collectible_Mitre_icon.png/revision/latest?cb=20210821042023,Blessing of purity,3,,"Item Room, Angel Room"
Rainbow Baby,174,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e7/Collectible_Rainbow_Baby_icon.png/revision/latest?cb=20210821050703,Random buddy,1,,Item Room
Stem Cells,176,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/cd/Collectible_Stem_Cells_icon.png/revision/latest?cb=20210821074319,HP + shot speed up,1,,"Item Room, Boss Room"
Holy Water,178,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5e/Collectible_Holy_Water_icon.png/revision/latest?cb=20210821051723,Splash!,3,,"Item Room, Angel Room"
Fate,179,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/08/Collectible_Fate_icon.png/revision/latest?cb=20210821081648,Flight eternal,3,,Gold Chest
The Black Bean,180,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b2/Collectible_The_Black_Bean_icon.png/revision/latest?cb=20210821035945,Toot on touch,0,,"Item Room, Beggar"
Sacred Heart,182,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/46/Collectible_Sacred_Heart_icon.png/revision/latest?cb=20210821060727,Homing shots + DMG up,4,,Angel Room
Tooth Picks,183,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0c/Collectible_Tooth_Picks_icon.png/revision/latest?cb=20210821053014,Tears + shot speed up,3,,Boss Room
Holy Grail,184,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8b/Collectible_Holy_Grail_icon.png/revision/latest?cb=20210821054304,Flight + HP up,3,,Angel Room
Dead Dove,185,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7b/Collectible_Dead_Dove_icon.png/revision/latest?cb=20210821061948,Flight + spectral tears,3,,Angel Room
Guppy's Hairball,187,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/ca/Collectible_Guppy%27s_Hairball_icon.png/revision/latest?cb=20210821074913,Swing it,1,,Devil Room
Abel,188,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/91/Collectible_Abel_icon.png/revision/latest?cb=20210821083135,Mirrored buddy,0,,Item Room
SMB Super Fan,189,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/77/Collectible_SMB_Super_Fan_icon.png/revision/latest?cb=20210821083915,All stats up,3,,Item Room
Pyro,190,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5a/Collectible_Pyro_icon.png/revision/latest?cb=20210821054510,99 bombs,3,,"Item Room, Secret Room, Bomb Beggar"
3 Dollar Bill,191,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/51/Collectible_3_Dollar_Bill_icon.png/revision/latest?cb=20210821060758,Rainbow tears,2,,Item Room
MEAT!,193,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1d/Collectible_MEAT%21_icon.png/revision/latest?cb=20210821074041,DMG + HP up,2,,Boss Room
Magic 8 Ball,194,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1d/Collectible_Magic_8_Ball_icon.png/revision/latest?cb=20210821074144,Shot speed up,1,,"Boss Room, Gold/Stone Chest"
Mom's Coin Purse,195,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c3/Collectible_Mom%27s_Coin_Purse_icon.png/revision/latest?cb=20210821052107,What's all this...?,0,,"Shop, Boss Room, Challenge Room, Beggar, Demon Beggar, Mom's Chest"
Squeezy,196,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/05/Collectible_Squeezy_icon.png/revision/latest?cb=20210821050946,Tears up,3,,"Boss Room, Gold/Stone Chest"
Jesus Juice,197,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/60/Collectible_Jesus_Juice_icon.png/revision/latest?cb=20210821035619,Damage + range up,2,,"Boss Room, Angel Room"
Box,198,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b0/Collectible_Box_icon.png/revision/latest?cb=20210821035036,Stuff,0,,"Boss Room, Challenge Room"
Mom's Key,199,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1e/Collectible_Mom%27s_Key_icon.png/revision/latest?cb=20210821061655,Better chest loot +2 keys,3,,"Shop, Challenge Room, Key Beggar, Mom's Chest"
Mom's Eyeshadow,200,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a9/Collectible_Mom%27s_Eyeshadow_icon.png/revision/latest?cb=20210821054130,Charm tears,1,,"Item Room, Challenge Room, Mom's Chest"
Iron Bar,201,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d0/Collectible_Iron_Bar_icon.png/revision/latest?cb=20210821053930,DMG up + concussive tears,2,,Item Room
Midas' Touch,202,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f8/Collectible_Midas%27_Touch_icon.png/revision/latest?cb=20210821033540,Golden touch,1,,Item Room
Humbleing Bundle,203,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/71/Collectible_Humbleing_Bundle_icon.png/revision/latest?cb=20210821055422,1+1 free 4Evar,3,,Shop
Fanny Pack,204,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9e/Collectible_Fanny_Pack_icon.png/revision/latest?cb=20210821045929,Filled with goodies,1,,"Shop, Beggar"
Sharp Plug,205,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f1/Collectible_Sharp_Plug_icon.png/revision/latest?cb=20210821054232,Infinite charge... at a cost,2,,Shop
Guillotine,206,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7c/Collectible_Guillotine_icon.png/revision/latest?cb=20210821082028,DMG + tears up. An out-of-body experience!,0,,Item Room
Ball of Bandages,207,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f4/Collectible_Ball_of_Bandages_icon.png/revision/latest?cb=20210821051450,Gotta lick 'em all!,1,,None (Horsemen boss only)
Champion Belt,208,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9f/Collectible_Champion_Belt_icon.png/revision/latest?cb=20210821074112,DMG + challenge up,3,,Shop
Butt Bombs,209,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e0/Collectible_Butt_Bombs_icon.png/revision/latest?cb=20210821081622,Toxic blast +5 bombs,1,,"Item Room, Bomb Beggar"
Gnawed Leaf,210,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c9/Collectible_Gnawed_Leaf_icon.png/revision/latest?cb=20210821042226,Unbreakable,1,,Item Room
Spiderbaby,211,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d0/Collectible_Spiderbaby_icon.png/revision/latest?cb=20210821083943,Spider revenge,0,,Item Room
Guppy's Collar,212,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4d/Collectible_Guppy%27s_Collar_icon.png/revision/latest?cb=20210821051314,Eternal life?,1,,"Devil Room, Curse Room, Red Chest"
Lost Contact,213,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/ce/Collectible_Lost_Contact_icon.png/revision/latest?cb=20220322031824,Shielded tears,2,,"Item Room, Secret Room"
Anemic,214,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/24/Collectible_Anemic_icon.png/revision/latest?cb=20210821041649,Toxic blood,1,,Item Room
Goat Head,215,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/48/Collectible_Goat_Head_icon.png/revision/latest?cb=20210821045322,He accepts your offering,3,,"Devil Room, Curse Room"
Ceremonial Robes,216,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ee/Collectible_Ceremonial_Robes_icon.png/revision/latest?cb=20210821035547,DMG + evil up,3,,"Devil Room, Curse Room, Demon Beggar"
Mom's Wig,217,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/43/Collectible_Mom%27s_Wig_icon.png/revision/latest?cb=20210821045247,You feel itchy...,2,,"Item Room, Challenge Room, Mom's Chest"
Placenta,218,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/57/Collectible_Placenta_icon.png/revision/latest?cb=20210821035819,Regeneration + HP up,2,,Boss Room
Old Bandage,219,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fc/Collectible_Old_Bandage_icon.png/revision/latest?cb=20210821034725,HP up,2,,Boss Room
Sad Bombs,220,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/47/Collectible_Sad_Bombs_icon.png/revision/latest?cb=20210821055914,Tear blasts +5 bombs,2,,"Item Room, Bomb Beggar"
Rubber Cement,221,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c8/Collectible_Rubber_Cement_icon.png/revision/latest?cb=20210821052541,Bouncing tears,3,,"Item Room, Greed Mode Item Room"
Anti-Gravity,222,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c8/Collectible_Anti-Gravity_icon.png/revision/latest?cb=20210821053200,Anti-gravity tears + tears up,1,,Item Room
Pyromaniac,223,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ed/Collectible_Pyromaniac_icon.png/revision/latest?cb=20210821060017,It hurts so good +5 bombs,4,,Item Room
Cricket's Body,224,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/20/Collectible_Cricket%27s_Body_icon.png/revision/latest?cb=20210821083236,Bursting shots + tears up,3,,Item Room
Gimpy,225,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d7/Collectible_Gimpy_icon.png/revision/latest?cb=20210821054815,Sweet suffering,2,,"Item Room, Devil Room, Curse Room, Demon Beggar"
Black Lotus,226,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/18/Collectible_Black_Lotus_icon.png/revision/latest?cb=20210821051652,HP up x3!,2,,Secret Room
Piggy Bank,227,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/ae/Collectible_Piggy_Bank_icon.png/revision/latest?cb=20210821043022,My life savings,1,,"Item Room, Shop"
Mom's Perfume,228,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/40/Collectible_Mom%27s_Perfume_icon.png/revision/latest?cb=20210821035737,Fear shot + tears up,2,,"Item Room, Challenge Room, Mom's Chest"
Monstro's Lung,229,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/01/Collectible_Monstro%27s_Lung_icon.png/revision/latest?cb=20210821042303,Charged burst attack,2,,Item Room
Abaddon,230,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f6/Collectible_Abaddon_icon.png/revision/latest?cb=20210821081514,Evil + DMG up + fear shot,3,,"Devil Room, Demon Beggar"
Ball of Tar,231,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3d/Collectible_Ball_of_Tar_icon.png/revision/latest?cb=20210821051520,Sticky feet...,2,,Item Room
Stop Watch,232,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e5/Collectible_Stop_Watch_icon.png/revision/latest?cb=20210821084012,Let's slow this down a bit...,4,,Shop
Tiny Planet,233,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/20/Collectible_Tiny_Planet_icon.png/revision/latest?cb=20210821052753,Orbiting tears + range up,0,,Item Room
Infestation 2,234,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ec/Collectible_Infestation_2_icon.png/revision/latest?cb=20210821074602,Infestation shot,3,,Item Room
E. Coli,236,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/99/Collectible_E._Coli_icon.png/revision/latest?cb=20210821033508,Turdy touch,0,,Item Room
Death's Touch,237,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/47/Collectible_Death%27s_Touch_icon.png/revision/latest?cb=20210821060309,Piercing shots + DMG up,3,,"Item Room, Devil Room"
Key Piece 1,238,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/89/Collectible_Key_Piece_1_icon.png/revision/latest?cb=20210821075212,???,0,,None (Angel statue only)
Key Piece 2,239,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/55/Collectible_Key_Piece_2_icon.png/revision/latest?cb=20210821075140,???,0,,None (Angel statue only)
Experimental Treatment,240,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/de/Collectible_Experimental_Treatment_icon.png/revision/latest?cb=20210821083300,"Some stats up, some stats down",1,,"Item Room, Boss Room, Demon Beggar"
Contract From Below,241,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7f/Collectible_Contract_From_Below_icon.png/revision/latest?cb=20210821050351,Wealth... but at what cost?,2,,"Devil Room, Curse Room, Demon Beggar"
Infamy,242,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b9/Collectible_Infamy_icon.png/revision/latest?cb=20210821051933,Blocks damage... sometimes,2,,"Item Room, Secret Room"
Trinity Shield,243,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4a/Collectible_Trinity_Shield_icon.png/revision/latest?cb=20210821074348,You feel guarded,2,,Angel Room
Tech.5,244,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8e/Collectible_Tech.5_icon.png/revision/latest?cb=20210821073914,It's still being tested...,3,,Item Room
20/20,245,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e1/Collectible_20_20_icon.png/revision/latest?cb=20210822040958,Double shot,4,,Item Room
Blue Map,246,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/6b/Collectible_Blue_Map_icon.png/revision/latest?cb=20210821055639,Secrets,1,,"Shop, Beggar, Key Beggar"
BFFS!,247,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/91/Collectible_BFFS%21_icon.png/revision/latest?cb=20210821060136,Your friends rule!,2,,"Shop, Key Beggar"
Hive Mind,248,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/bf/Collectible_Hive_Mind_icon.png/revision/latest?cb=20210821052942,Giant spiders and flies,2,,Shop
There's Options,249,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/89/Collectible_There%27s_Options_icon.png/revision/latest?cb=20210821050424,More options,3,,Shop
BOGO Bombs,250,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/03/Collectible_BOGO_Bombs_icon.png/revision/latest?cb=20210821052444,1+1 BOOM!,1,,Shop
Starter Deck,251,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/11/Collectible_Starter_Deck_icon.png/revision/latest?cb=20210821080726,Extra card room,2,,Shop
Little Baggy,252,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ea/Collectible_Little_Baggy_icon.png/revision/latest?cb=20210821075503,Extra pill room,0,,Shop
Magic Scab,253,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/79/Collectible_Magic_Scab_icon.png/revision/latest?cb=20210821035135,HP + luck up,2,,Boss Room
Blood Clot,254,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/42/Collectible_Blood_Clot_icon.png/revision/latest?cb=20210821060941,DMG + range up,2,,Boss Room
Screw,255,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/95/Collectible_Screw_icon.png/revision/latest?cb=20210821035901,Tears + shot speed up,2,,"Boss Room, Gold/Stone Chest"
Hot Bombs,256,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/49/Collectible_Hot_Bombs_icon.png/revision/latest?cb=20210821060529,Burning blast +5 bombs,1,,"Item Room, Bomb Beggar"
Fire Mind,257,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f9/Collectible_Fire_Mind_icon.png/revision/latest?cb=20210821051214,Flaming tears,2,,Item Room
Missing No.,258,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c2/Collectible_Missing_No._icon.png/revision/latest?cb=20210821084110,Syntax error,0,,Secret Room
Dark Matter,259,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d5/Collectible_Dark_Matter_icon.png/revision/latest?cb=20210821051113,DMG up + fear shot,3,,"Devil Room, Demon Beggar"
Black Candle,260,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/47/Collectible_Black_Candle_icon.png/revision/latest?cb=20210821053302,Curse immunity + evil up,3,,"Shop, Curse Room"
Proptosis,261,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/12/Collectible_Proptosis_icon.png/revision/latest?cb=20210821042412,Short range mega tears,3,,Item Room
Missing Page 2,262,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/95/Collectible_Missing_Page_2_icon.png/revision/latest?cb=20210821054713,Evil up. Your enemies will pay!,0,,"Devil Room, Demon Beggar, Secret Room"
Smart Fly,264,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/67/Collectible_Smart_Fly_icon.png/revision/latest?cb=20210821080529,Revenge fly,1,,"Item Room, Key Beggar"
Dry Baby,265,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7e/Collectible_Dry_Baby_icon.png/revision/latest?cb=20210821052135,Immortal friend,3,,Item Room
Juicy Sack,266,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c8/Collectible_Juicy_Sack_icon.png/revision/latest?cb=20210821042055,Sticky babies,2,,Item Room
Robo-Baby 2.0,267,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b0/Collectible_Robo-Baby_2.0_icon.png/revision/latest?cb=20210821083745,We worked out all the kinks,1,,Item Room
Rotten Baby,268,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2a/Collectible_Rotten_Baby_icon.png/revision/latest?cb=20210821035239,Infested friend,3,,"Item Room, Devil Room"
Headless Baby,269,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f7/Collectible_Headless_Baby_icon.png/revision/latest?cb=20210821052633,Bloody friend,1,,"Item Room, Devil Room"
Leech,270,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/57/Collectible_Leech_icon.png/revision/latest?cb=20210821061011,Blood sucker,2,,Item Room
Mystery Sack,271,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/ce/Collectible_Mystery_Sack_icon.png/revision/latest?cb=20210821083717,?,2,,"Item Room, Beggar, Secret Room"
BBF,272,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/81/Collectible_BBF_icon.png/revision/latest?cb=20210821073819,Big Beautiful Fly,0,,Item Room
Bob's Brain,273,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/94/Collectible_Bob%27s_Brain_icon.png/revision/latest?cb=20210821060558,Explosive thoughts,0,,"Item Room, Rotten Beggar"
Best Bud,274,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/28/Collectible_Best_Bud_icon.png/revision/latest?cb=20210821052034,Sworn protector,0,,"Item Room, Key Beggar"
